start,end,high_risk,low_risk,high_reward,low_reward,direction
1611602100,1611604200.0,1856.19,1855.34,1858.7400000000005,1856.19,Long
1611604500,1611604530.0,1855.56,1854.4,1854.4,1850.9200000000005,Short
1611605400,1611609000.0,1855.22,1853.59,1860.1100000000004,1855.22,Long
1611609900,1611616500.0,1855.72,1854.8,1854.8,1852.0399999999997,Short
1611617400,1611617700.0,1856.85,1856.19,1856.19,1854.2100000000005,Short
1611619200,1611623100.0,1855.99,1854.51,1854.51,1850.07,Short
1611624900,1611638100.0,1855.25,1853.53,1860.41,1855.25,Long
1611638400,1611638430.0,1856.34,1855.0,1855.0,1850.9800000000002,Short
1611639300,1611640500.0,1857.0,1855.84,1860.4800000000002,1857.0,Long
1611641100,1611660900.0,1857.24,1855.71,1855.71,1851.1200000000001,Short
1611661800,1611663600.0,1853.85,1852.3,1858.4999999999998,1853.85,Long
1611664200,1611664800.0,1855.37,1853.55,1853.55,1848.0900000000001,Short
1611665700,1611666000.0,1855.59,1854.01,1860.3299999999997,1855.59,Long
1611667200,1611675600.0,1853.27,1852.26,1856.3,1853.27,Long
1611677100,1611677130.0,1852.65,1851.0,1857.6000000000004,1852.65,Long
1611678300,1611691500.0,1854.07,1852.6,1852.6,1848.1899999999998,Short
1611693000,1611706800.0,1852.54,1851.1,1851.1,1846.7799999999997,Short
1611707100,1611707130.0,1849.94,1849.34,1851.7400000000005,1849.94,Long
1611708000,1611723900.0,1850.05,1848.77,1848.77,1844.93,Short
1611724200,1611724500.0,1847.64,1847.43,1848.2700000000002,1847.64,Long
1611725100,1611725700.0,1847.55,1846.4,1846.4,1842.9500000000005,Short
1611726900,1611738000.0,1850.44,1849.2,1854.16,1850.44,Long
1611739800,1611739830.0,1846.24,1841.63,1860.0699999999997,1846.24,Long
1611741000,1611759900.0,1846.66,1843.41,1843.41,1833.66,Short
1611760500,1611774600.0,1846.08,1840.86,1861.74,1846.08,Long
1611774900,1611774930.0,1847.1,1845.64,1845.64,1841.2600000000007,Short
1611775800,1611776400.0,1844.53,1843.72,1843.72,1841.2900000000002,Short
1611777000,1611807300.0,1846.21,1844.4,1844.4,1838.9700000000003,Short
1611809100,1611810600.0,1838.73,1837.1,1837.1,1832.2099999999996,Short
1611810900,1611810930.0,1838.1,1837.1,1841.1,1838.1,Long
1611812100,1611812700.0,1838.91,1836.38,1846.5,1838.91,Long
1611813600,1611815400.0,1837.31,1836.11,1836.11,1832.5099999999998,Short
1611816000,1611816030.0,1837.44,1836.4,1836.4,1833.2800000000002,Short
1611816600,1611816630.0,1837.95,1837.4,1837.4,1835.7500000000002,Short
1611817200,1611820800.0,1837.86,1836.0,1836.0,1830.4200000000003,Short
1611822600,1611822630.0,1841.26,1838.41,1849.8099999999997,1841.26,Long
1611823200,1611823230.0,1839.04,1837.51,1837.51,1832.92,Short
1611824100,1611836100.0,1839.04,1836.71,1846.0299999999997,1839.04,Long
1611837600,1611839400.0,1840.15,1839.21,1842.9700000000003,1840.15,Long
1611840900,1611855600.0,1839.75,1837.87,1845.3900000000003,1839.75,Long
1611856500,1611868200.0,1841.59,1819.47,1819.47,1753.1100000000004,Short
1611869400,1611869700.0,1842.94,1841.8,1841.8,1838.3799999999997,Short
1611870300,1611879000.0,1842.29,1840.41,1847.9299999999996,1842.29,Long
1611879300,1611882600.0,1844.19,1843.1,1843.1,1839.8299999999995,Short
1611884700,1611886200.0,1844.09,1841.36,1852.28,1844.09,Long
1611887700,1611888600.0,1843.33,1842.24,1846.5999999999997,1843.33,Long
1611889200,1611889230.0,1842.84,1841.88,1841.88,1839.0000000000007,Short
1611890100,1611891000.0,1842.93,1842.55,1844.0700000000004,1842.93,Long
1611891900,1611895200.0,1843.1,1842.27,1842.27,1839.7800000000002,Short
1611895500,1611930900.0,1842.57,1842.01,1844.2499999999998,1842.57,Long
1611931200,1611931230.0,1863.65,1858.56,1858.56,1843.2899999999995,Short
1611931800,1611934200.0,1859.06,1853.75,1874.9899999999998,1859.06,Long
1611934500,1612130400.0,1861.72,1859.22,1859.22,1851.72,Short
1612134000,1612138500.0,1839.54,1839.54,1839.54,1839.54,Long
1612138800,1612138830.0,1853.94,1851.9,1851.9,1845.7800000000002,Short
1612139700,1612163700.0,1853.68,1850.98,1861.7800000000002,1853.68,Long
1612171800,1612174200.0,1865.18,1759.1,2183.4200000000005,1865.18,Long
1612174500,1612179600.0,1861.86,1860.28,1860.28,1855.5400000000002,Short
1612180500,1612180800.0,1865.37,1861.1,1861.1,1848.29,Short
1612181400,1612181700.0,1865.2,1856.42,1891.54,1865.2,Long
1612182900,1612183200.0,1866.49,1864.39,1872.7899999999997,1866.49,Long
1612184700,1612194300.0,1862.88,1859.82,1872.0600000000006,1862.88,Long
1612194900,1612198500.0,1859.27,1854.48,1854.48,1840.1100000000001,Short
1612199100,1612199130.0,1864.01,1862.08,1869.8000000000002,1864.01,Long
1612200000,1612200300.0,1861.54,1860.14,1860.14,1855.9400000000005,Short
1612202700,1612203600.0,1864.91,1863.71,1868.5100000000002,1864.91,Long
1612203900,1612209000.0,1864.69,1863.3,1863.3,1859.1299999999997,Short
1612209600,1612210200.0,1860.11,1858.08,1866.1999999999998,1860.11,Long
1612211400,1612211700.0,1861.92,1856.51,1856.51,1840.2799999999997,Short
1612212900,1612214100.0,1860.84,1859.1,1859.1,1853.8799999999999,Short
1612216800,1612222500.0,1862.18,1859.6,1859.6,1851.8599999999994,Short
1612223100,1612228200.0,1859.95,1858.61,1858.61,1854.5899999999995,Short
1612228500,1612228800.0,1860.07,1859.2,1862.6799999999996,1860.07,Long
1612229100,1612229700.0,1861.48,1860.1,1860.1,1855.9599999999996,Short
1612230600,1612233300.0,1862.84,1860.7,1869.2599999999995,1862.84,Long
1612233600,1612286400.0,1862.33,1861.84,1861.84,1860.37,Short
1612286700,1612286730.0,1836.61,1834.91,1841.7099999999994,1836.61,Long
1612287300,1612288800.0,1837.95,1837.01,1840.7700000000002,1837.95,Long
1612289400,1612291200.0,1836.11,1831.99,1831.99,1819.6300000000003,Short
1612293900,1612296600.0,1837.48,1833.08,1850.6800000000003,1837.48,Long
1612297800,1612300800.0,1836.6,1835.11,1835.11,1830.6399999999999,Short
1612302000,1612302030.0,1837.44,1836.1,1836.1,1832.0799999999995,Short
1612302900,1612329900.0,1837.68,1836.6,1840.9200000000005,1837.68,Long
1612330200,1612354200.0,1842.32,1841.2,1841.2,1837.8400000000004,Short
1612354500,1612354530.0,1836.23,1835.01,1839.89,1836.23,Long
1612355100,1612356900.0,1835.98,1834.18,1841.3799999999999,1835.98,Long
1612357500,1612357530.0,1837.96,1836.62,1841.9800000000005,1837.96,Long
1612359300,1612363200.0,1839.81,1838.52,1843.6799999999998,1839.81,Long
1612363500,1612363800.0,1838.22,1835.63,1835.63,1827.8600000000004,Short
1612364400,1612367700.0,1836.6,1830.26,1830.26,1811.2400000000002,Short
1612368900,1612368930.0,1835.85,1833.91,1833.91,1828.0900000000006,Short
1612369800,1612370100.0,1835.65,1834.2,1840.0000000000002,1835.65,Long
1612371600,1612372500.0,1836.92,1834.8,1834.8,1828.4399999999996,Short
1612372800,1612372830.0,1834.61,1834.02,1836.3799999999997,1834.61,Long
1612373400,1612378200.0,1835.09,1833.8,1833.8,1829.93,Short
1612380300,1612380900.0,1834.42,1832.24,1840.9600000000003,1834.42,Long
1612382100,1612382400.0,1834.11,1832.3,1839.5399999999997,1834.11,Long
1612382700,1612388100.0,1833.61,1832.0,1832.0,1827.1700000000003,Short
1612393500,1612394100.0,1834.45,1833.3,1833.3,1829.8499999999997,Short
1612395000,1612395300.0,1834.63,1833.3,1838.6200000000006,1834.63,Long
1612395900,1612396200.0,1834.41,1833.1,1833.1,1829.1699999999994,Short
1612396500,1612396530.0,1833.61,1833.17,1834.9299999999994,1833.61,Long
1612398900,1612400700.0,1834.12,1833.0,1833.0,1829.6400000000003,Short
1612401300,1612401600.0,1834.16,1831.81,1831.81,1824.7599999999995,Short
1612401900,1612401930.0,1832.51,1831.5,1835.54,1832.51,Long
1612402800,1612422000.0,1833.29,1830.89,1830.89,1823.6900000000005,Short
1612422900,1612425600.0,1823.65,1822.02,1828.5400000000004,1823.65,Long
1612425900,1612425930.0,1826.33,1824.45,1824.45,1818.8100000000004,Short
1612429200,1612443900.0,1824.54,1817.93,1817.93,1798.1000000000004,Short
1612444800,1612445100.0,1819.38,1816.82,1827.0600000000006,1819.38,Long
1612446000,1612464300.0,1813.96,1811.19,1811.19,1802.88,Short
1612464600,1612465800.0,1792.21,1791.34,1794.8200000000004,1792.21,Long
1612466400,1612466430.0,1792.53,1791.61,1791.61,1788.8499999999997,Short
1612467000,1612486200.0,1792.27,1791.83,1793.5900000000001,1792.27,Long
1612486800,1612487700.0,1795.51,1794.0,1794.0,1789.47,Short
1612488000,1612496400.0,1794.64,1793.42,1798.3000000000002,1794.64,Long
1612497300,1612497600.0,1795.14,1794.51,1797.0300000000004,1795.14,Long
1612498800,1612500900.0,1795.68,1794.0,1794.0,1788.9599999999998,Short
1612502100,1612505100.0,1796.15,1793.8,1803.2000000000005,1796.15,Long
1612506900,1612527300.0,1798.03,1796.2,1803.5199999999998,1798.03,Long
1612528200,1612532400.0,1804.33,1802.26,1802.26,1796.0500000000002,Short
1612532700,1612532730.0,1806.02,1803.11,1814.7500000000002,1806.02,Long
1612534500,1612537800.0,1803.3,1795.66,1795.66,1772.7400000000005,Short
1612538100,1612539900.0,1805.71,1803.4,1812.6399999999999,1805.71,Long
1612540500,1612558800.0,1805.68,1802.01,1816.6900000000003,1805.68,Long
1612559400,1612561500.0,1811.14,1810.14,1810.14,1807.14,Short
1612738800,1612750200.0,1814.5,1813.07,1818.7900000000002,1814.5,Long
1612750500,1612750530.0,1813.93,1811.78,1811.78,1805.3299999999997,Short
1612752300,1612761600.0,1810.53,1808.89,1808.89,1803.9700000000005,Short
1612761900,1612762800.0,1813.42,1812.1,1817.3800000000006,1813.42,Long
1612764000,1612764600.0,1814.7,1812.55,1812.55,1806.0999999999997,Short
1612765500,1612772400.0,1815.13,1813.71,1819.3900000000003,1815.13,Long
1612772700,1612772730.0,1812.94,1811.22,1811.22,1806.06,Short
1612774200,1612774500.0,1811.77,1808.87,1808.87,1800.1699999999996,Short
1612774800,1612774830.0,1808.95,1807.87,1812.1900000000005,1808.95,Long
1612775400,1612776300.0,1811.13,1809.51,1809.51,1804.6499999999996,Short
1612777200,1612778100.0,1813.83,1811.7,1811.7,1805.3100000000004,Short
1612779000,1612780800.0,1814.29,1813.73,1813.73,1812.0500000000002,Short
1612781100,1612807800.0,1813.87,1811.3,1821.5799999999997,1813.87,Long
1612808100,1612808400.0,1831.91,1830.97,1830.97,1828.1499999999999,Short
1612809300,1612828800.0,1833.47,1832.44,1832.44,1829.3500000000001,Short
1612829100,1612831200.0,1830.73,1829.4,1834.7199999999998,1830.73,Long
1612831500,1612831530.0,1833.09,1832.43,1832.43,1830.4500000000005,Short
1612832400,1612852200.0,1834.27,1832.96,1838.1999999999998,1834.27,Long
1612853700,1612853730.0,1839.84,1838.4,1838.4,1834.0800000000006,Short
1612854900,1612854930.0,1841.67,1838.28,1838.28,1828.1099999999997,Short
1612856700,1612859100.0,1842.35,1840.24,1848.6799999999996,1842.35,Long
1612859400,1612860000.0,1840.61,1838.91,1838.91,1833.8100000000006,Short
1612860300,1612861500.0,1840.6,1838.51,1846.8699999999997,1840.6,Long
1612884000,1612886400.0,1843.33,1840.51,1851.7899999999997,1843.33,Long
1612886700,1612903800.0,1839.53,1838.4,1838.4,1835.0100000000004,Short
1612905000,1612905600.0,1835.86,1834.8,1834.8,1831.6200000000001,Short
1612908000,1612908030.0,1838.62,1835.9,1835.9,1827.7400000000007,Short
1612912500,1612917300.0,1839.13,1837.71,1843.3900000000003,1839.13,Long
1612919100,1612920000.0,1837.39,1835.2,1835.2,1828.6299999999999,Short
